Left,Gestures,index_finger_dip,index_finger_mcp,index_finger_pip,index_finger_tip,middle_finger_dip,middle_finger_mcp,middle_finger_pip,middle_finger_tip,pinky_finger_dip,pinky_finger_mcp,pinky_finger_pip,pinky_finger_tip,ring_finger_dip,ring_finger_mcp,ring_finger_pip,ring_finger_tip,thumb_cmc,thumb_ip,thumb_mcp,thumb_tip,wrist
1.0,{'Open_Palm': 0.55975729227066},"{'x': 0.640192806720734, 'y': 0.710843026638031, 'z': -0.026146283373237}","{'x': 0.69454550743103, 'y': 0.811816096305847, 'z': -0.000561538152397}","{'x': 0.657737255096436, 'y': 0.749900043010712, 'z': -0.012819196097553}","{'x': 0.627076864242554, 'y': 0.674769341945648, 'z': -0.036649491637945}","{'x': 0.665105044841766, 'y': 0.672805666923523, 'z': -0.022895775735378}","{'x': 0.720089077949524, 'y': 0.783589541912079, 'z': -0.003400337649509}","{'x': 0.68389230966568, 'y': 0.713985085487366, 'z': -0.011651043780148}","{'x': 0.649991512298584, 'y': 0.636607825756073, 'z': -0.031895622611046}","{'x': 0.763916671276093, 'y': 0.678193926811218, 'z': -0.032281622290611}","{'x': 0.789079129695892, 'y': 0.770641803741455, 'z': -0.019543688744307}","{'x': 0.774603009223938, 'y': 0.714017868041992, 'z': -0.028848269954324}","{'x': 0.752756476402283, 'y': 0.644789099693298, 'z': -0.034800764173269}","{'x': 0.703053176403046, 'y': 0.662117600440979, 'z': -0.027507435530424}","{'x': 0.751287877559662, 'y': 0.771395921707153, 'z': -0.010239104740322}","{'x': 0.721581101417542, 'y': 0.702908515930176, 'z': -0.019614793360233}","{'x': 0.686493217945099, 'y': 0.626882016658783, 'z': -0.034333504736423}","{'x': 0.774595439434052, 'y': 0.952846527099609, 'z': -0.017979379743338}","{'x': 0.682505905628204, 'y': 0.874611496925354, 'z': -0.034333504736423}","{'x': 0.717288553714752, 'y': 0.923845827579498, 'z': -0.026471333578229}","{'x': 0.668269872665405, 'y': 0.823040664196014, 'z': -0.040428206324577}","{'x': 0.833851158618927, 'y': 0.949827015399933, 'z': 3.40371997e-07}"
1.0,{'Closed_Fist': 0.583146989345551},"{'x': 0.692256510257721, 'y': 0.574916303157806, 'z': -0.045987755060196}","{'x': 0.673031270503998, 'y': 0.568951427936554, 'z': 0.001260663731955}","{'x': 0.681365013122559, 'y': 0.514965295791626, 'z': -0.030930373817682}","{'x': 0.692767381668091, 'y': 0.610746145248413, 'z': -0.049595259130001}","{'x': 0.72530210018158, 'y': 0.59771203994751, 'z': -0.039651107043028}","{'x': 0.709233343601227, 'y': 0.566780388355255, 'z': 0.002176262438297}","{'x': 0.72109854221344, 'y': 0.521675765514374, 'z': -0.032373376190662}","{'x': 0.716987788677216, 'y': 0.624392569065094, 'z': -0.034945674240589}","{'x': 0.78040736913681, 'y': 0.601852536201477, 'z': -0.023182094097137}","{'x': 0.772006332874298, 'y': 0.579605579376221, 'z': -0.011465569958091}","{'x': 0.783043503761292, 'y': 0.549618780612946, 'z': -0.031353864818811}","{'x': 0.768660366535187, 'y': 0.625344216823578, 'z': -0.010689172893763}","{'x': 0.754898071289062, 'y': 0.609952807426453, 'z': -0.034631978720427}","{'x': 0.741426944732666, 'y': 0.571218609809875, 'z': -0.003752582008019}","{'x': 0.754758059978485, 'y': 0.537010312080383, 'z': -0.040529455989599}","{'x': 0.744386374950409, 'y': 0.634451031684875, 'z': -0.019903978332877}","{'x': 0.699100077152252, 'y': 0.716448068618774, 'z': -0.024530986323953}","{'x': 0.647336184978485, 'y': 0.569199740886688, 'z': -0.036702368408442}","{'x': 0.658599376678467, 'y': 0.644854605197906, 'z': -0.030899005010724}","{'x': 0.638619422912598, 'y': 0.515502035617828, 'z': -0.037078805267811}","{'x': 0.758498430252075, 'y': 0.727523863315582, 'z': -5.04030368e-07}"
1.0,{'None': 0.877619206905365},"{'x': 0.645304679870605, 'y': 0.836269795894623, 'z': -0.019009357318282}","{'x': 0.676884829998016, 'y': 0.889498651027679, 'z': 0.017783476039767}","{'x': 0.651398241519928, 'y': 0.843733906745911, 'z': -0.000662487582304}","{'x': 0.647230744361877, 'y': 0.842567920684814, 'z': -0.029927890747786}","{'x': 0.671110987663269, 'y': 0.818600535392761, 'z': -0.028277032077312}","{'x': 0.700148403644562, 'y': 0.865211665630341, 'z': 0.013010703958571}","{'x': 0.669568061828613, 'y': 0.809283137321472, 'z': -0.009684475138783}","{'x': 0.681095480918884, 'y': 0.845589876174927, 'z': -0.036122683435678}","{'x': 0.744809806346893, 'y': 0.837769985198975, 'z': -0.027950132265687}","{'x': 0.764325201511383, 'y': 0.84594315290451, 'z': -0.006787305232137}","{'x': 0.741932511329651, 'y': 0.81574147939682, 'z': -0.025155119597912}","{'x': 0.754366159439087, 'y': 0.865010559558868, 'z': -0.025514710694551}","{'x': 0.708679437637329, 'y': 0.825718581676483, 'z': -0.02925773896277}","{'x': 0.728815793991089, 'y': 0.852337598800659, 'z': 0.003702166723087}","{'x': 0.702392995357513, 'y': 0.799557387828827, 'z': -0.020643869414926}","{'x': 0.721249759197235, 'y': 0.861004173755646, 'z': -0.028669314458966}","{'x': 0.738838732242584, 'y': 0.979762494564056, 'z': -0.01305973995477}","{'x': 0.643665373325348, 'y': 0.919084250926971, 'z': -0.028227997943759}","{'x': 0.682715475559235, 'y': 0.962271749973297, 'z': -0.019450675696135}","{'x': 0.62216591835022, 'y': 0.870842814445496, 'z': -0.035305429250002}","{'x': 0.801808416843414, 'y': 0.975105762481689, 'z': -2.1947773e-08}"
1.0,{'None': 0.852232396602631},"{'x': 0.644093573093414, 'y': 0.839334309101105, 'z': -0.018376555293798}","{'x': 0.677896559238434, 'y': 0.904177606105804, 'z': 0.015433435328305}","{'x': 0.651224136352539, 'y': 0.857022941112518, 'z': -0.001325999386609}","{'x': 0.646430194377899, 'y': 0.840175449848175, 'z': -0.028745273128152}","{'x': 0.66963005065918, 'y': 0.82205730676651, 'z': -0.031249718740582}","{'x': 0.702210307121277, 'y': 0.880944013595581, 'z': 0.010927031747997}","{'x': 0.671477258205414, 'y': 0.820997476577759, 'z': -0.011756528168917}","{'x': 0.677689135074615, 'y': 0.845525145530701, 'z': -0.039656352251768}","{'x': 0.745689213275909, 'y': 0.855938076972961, 'z': -0.031568754464388}","{'x': 0.767998516559601, 'y': 0.86527156829834, 'z': -0.007624994497746}","{'x': 0.7457035779953, 'y': 0.831855535507202, 'z': -0.028011487796903}","{'x': 0.752555906772614, 'y': 0.885536849498749, 'z': -0.029064308851957}","{'x': 0.709701299667358, 'y': 0.840865671634674, 'z': -0.03155280277133}","{'x': 0.731860518455505, 'y': 0.869665086269379, 'z': 0.002261177869514}","{'x': 0.704408824443817, 'y': 0.813207447528839, 'z': -0.022699514403939}","{'x': 0.720597565174103, 'y': 0.877285718917847, 'z': -0.0307392552495}","{'x': 0.737855017185211, 'y': 1.007195949554443, 'z': -0.014125382527709}","{'x': 0.643473923206329, 'y': 0.944796800613403, 'z': -0.027437219396234}","{'x': 0.682528018951416, 'y': 0.985524594783783, 'z': -0.01970056258142}","{'x': 0.622415244579315, 'y': 0.899371564388275, 'z': -0.033211797475815}","{'x': 0.797180712223053, 'y': 1.000241756439209, 'z': 3.6024122e-08}"
1.0,{'Open_Palm': 0.655151963233948},"{'x': 0.651613235473633, 'y': 0.371157109737396, 'z': -0.014319309033453}","{'x': 0.682709872722626, 'y': 0.474578440189362, 'z': 0.003068117192015}","{'x': 0.658918499946594, 'y': 0.411699324846268, 'z': -0.00429921830073}","{'x': 0.649505376815796, 'y': 0.333906322717667, 'z': -0.0225580483675}","{'x': 0.694210946559906, 'y': 0.345059901475906, 'z': -0.009840241633356}","{'x': 0.712135016918182, 'y': 0.46153137087822, 'z': 0.005275534465909}","{'x': 0.696776330471039, 'y': 0.391540467739105, 'z': 0.000519738649018}","{'x': 0.697999238967896, 'y': 0.305847704410553, 'z': -0.017847750335932}","{'x': 0.790313303470612, 'y': 0.405416488647461, 'z': -0.021050753071904}","{'x': 0.775643885135651, 'y': 0.479469358921051, 'z': -0.001579020521604}","{'x': 0.783014833927155, 'y': 0.433456480503082, 'z': -0.014285051263869}","{'x': 0.797102808952332, 'y': 0.376249551773071, 'z': -0.024887504056096}","{'x': 0.735020697116852, 'y': 0.356654167175293, 'z': -0.017051281407475}","{'x': 0.7419753074646, 'y': 0.465553790330887, 'z': 0.003050988772884}","{'x': 0.733714461326599, 'y': 0.396262168884277, 'z': -0.007009781431407}","{'x': 0.738964557647705, 'y': 0.321753084659576, 'z': -0.024133859202266}","{'x': 0.723406970500946, 'y': 0.612007319927216, 'z': -0.022112712264061}","{'x': 0.656164884567261, 'y': 0.506469488143921, 'z': -0.031053714454174}","{'x': 0.6786989569664, 'y': 0.563448131084442, 'z': -0.027645168825984}","{'x': 0.643169343471527, 'y': 0.455311089754105, 'z': -0.032321214675903}","{'x': 0.778982937335968, 'y': 0.630513668060303, 'z': 4.62342342e-07}"
1.0,{'Open_Palm': 0.638005018234253},"{'x': 0.649483263492584, 'y': 0.327711403369904, 'z': -0.016946855932474}","{'x': 0.677473723888397, 'y': 0.440297693014145, 'z': 0.000508289027493}","{'x': 0.656719923019409, 'y': 0.369989514350891, 'z': -0.007572397589684}","{'x': 0.646843314170837, 'y': 0.288286924362183, 'z': -0.024836717173457}","{'x': 0.698651671409607, 'y': 0.301432430744171, 'z': -0.012418358586729}","{'x': 0.710293412208557, 'y': 0.427733987569809, 'z': 0.002277088118717}","{'x': 0.699307024478912, 'y': 0.350811421871185, 'z': -0.0027124308981}","{'x': 0.702810823917389, 'y': 0.25988981127739, 'z': -0.020485622808337}","{'x': 0.803708434104919, 'y': 0.374855101108551, 'z': -0.031484741717577}","{'x': 0.775455892086029, 'y': 0.453892946243286, 'z': -0.00638191588223}","{'x': 0.792151093482971, 'y': 0.407951772212982, 'z': -0.021512703970075}","{'x': 0.814774513244629, 'y': 0.339961856603622, 'z': -0.037983372807503}","{'x': 0.742099583148956, 'y': 0.31796407699585, 'z': -0.02438853494823}","{'x': 0.741818845272064, 'y': 0.434626936912537, 'z': -0.00080415874254}","{'x': 0.740352272987366, 'y': 0.362744182348251, 'z': -0.01211957167834}","{'x': 0.745524168014526, 'y': 0.277457028627396, 'z': -0.033538907766342}","{'x': 0.705143868923187, 'y': 0.593578040599823, 'z': -0.023417474702001}","{'x': 0.646575152873993, 'y': 0.47058516740799, 'z': -0.031148605048656}","{'x': 0.663516998291016, 'y': 0.535792350769043, 'z': -0.028440840542316}","{'x': 0.630344808101654, 'y': 0.415887534618378, 'z': -0.031671483069658}","{'x': 0.761322438716888, 'y': 0.62223893404007, 'z': 4.19725495e-07}"
1.0,{'Closed_Fist': 0.763441622257233},"{'x': 0.789543151855469, 'y': 0.39000928401947, 'z': -0.054627630859613}","{'x': 0.766837656497955, 'y': 0.400275468826294, 'z': -0.004421443678439}","{'x': 0.774957716464996, 'y': 0.334970384836197, 'z': -0.03816320374608}","{'x': 0.788525700569153, 'y': 0.421242535114288, 'z': -0.05970336869359}","{'x': 0.826170444488525, 'y': 0.406028658151627, 'z': -0.041938286274672}","{'x': 0.803748786449432, 'y': 0.397046089172363, 'z': -0.000946248415858}","{'x': 0.818401873111725, 'y': 0.339193344116211, 'z': -0.035022590309381}","{'x': 0.816076815128326, 'y': 0.431199103593826, 'z': -0.037497013807297}","{'x': 0.884541213512421, 'y': 0.426187366247177, 'z': -0.023459427058697}","{'x': 0.867073893547058, 'y': 0.407403916120529, 'z': -0.011943845078349}","{'x': 0.882708191871643, 'y': 0.378849595785141, 'z': -0.031168203800917}","{'x': 0.874269545078278, 'y': 0.445425510406494, 'z': -0.012284872122109}","{'x': 0.856577396392822, 'y': 0.423009932041168, 'z': -0.034039169549942}","{'x': 0.835753440856934, 'y': 0.399501442909241, 'z': -0.005083668511361}","{'x': 0.853028953075409, 'y': 0.359568893909454, 'z': -0.040383838117123}","{'x': 0.844762146472931, 'y': 0.442367494106293, 'z': -0.020160196349025}","{'x': 0.805390119552612, 'y': 0.536936640739441, 'z': -0.030644768849015}","{'x': 0.756720781326294, 'y': 0.388400495052338, 'z': -0.045396134257317}","{'x': 0.76539134979248, 'y': 0.465224474668503, 'z': -0.039114903658628}","{'x': 0.758841156959534, 'y': 0.334953218698502, 'z': -0.045523025095463}","{'x': 0.860496878623962, 'y': 0.549283266067505, 'z': -4.55984576e-07}"
0.0,{'Open_Palm': 0.571485042572021},"{'x': 0.464310765266418, 'y': 0.323779791593552, 'z': -0.036957304924726}","{'x': 0.44510743021965, 'y': 0.383757948875427, 'z': -0.018525004386902}","{'x': 0.459304392337799, 'y': 0.34804967045784, 'z': -0.029432971030474}","{'x': 0.467228591442108, 'y': 0.303579866886139, 'z': -0.042241338640451}","{'x': 0.445419549942017, 'y': 0.320026189088821, 'z': -0.03757531940937}","{'x': 0.430736720561981, 'y': 0.380220144987106, 'z': -0.021275172010064}","{'x': 0.441820800304413, 'y': 0.34511923789978, 'z': -0.030576299875975}","{'x': 0.446287125349045, 'y': 0.299937874078751, 'z': -0.043570071458817}","{'x': 0.385284543037415, 'y': 0.353301495313644, 'z': -0.042117733508348}","{'x': 0.396074295043945, 'y': 0.388948649168015, 'z': -0.028119690716267}","{'x': 0.389194399118423, 'y': 0.36831983923912, 'z': -0.037451718002558}","{'x': 0.381565898656845, 'y': 0.339238703250885, 'z': -0.045671317726374}","{'x': 0.420190095901489, 'y': 0.330160439014435, 'z': -0.040078282356262}","{'x': 0.413876801729202, 'y': 0.382357031106949, 'z': -0.024488849565387}","{'x': 0.417966187000275, 'y': 0.350887715816498, 'z': -0.033836331218481}","{'x': 0.421474128961563, 'y': 0.312410533428192, 'z': -0.045362312346697}","{'x': 0.422786861658096, 'y': 0.423958867788315, 'z': -0.008126899600029}","{'x': 0.467913627624512, 'y': 0.385336816310883, 'z': -0.018107844516635}","{'x': 0.447802752256393, 'y': 0.404151529073715, 'z': -0.013380028307438}","{'x': 0.485765486955643, 'y': 0.370941549539566, 'z': -0.023901736363769}","{'x': 0.393520444631577, 'y': 0.43336421251297, 'z': 4.5382659e-08}"
1.0,{'None': 0.817191600799561},"{'x': 0.495005249977112, 'y': 0.528450608253479, 'z': -0.074462220072746}","{'x': 0.554205119609833, 'y': 0.513351082801819, 'z': -0.033518850803375}","{'x': 0.516545474529266, 'y': 0.514862418174744, 'z': -0.05796330049634}","{'x': 0.478083878755569, 'y': 0.547009110450745, 'z': -0.085099682211876}","{'x': 0.510968446731567, 'y': 0.516367197036743, 'z': -0.086445644497871}","{'x': 0.567398190498352, 'y': 0.495918542146683, 'z': -0.042093947529793}","{'x': 0.529277682304382, 'y': 0.492049634456635, 'z': -0.070858508348465}","{'x': 0.49888876080513, 'y': 0.54309743642807, 'z': -0.09499903023243}","{'x': 0.578767955303192, 'y': 0.4332035779953, 'z': -0.091525569558144}","{'x': 0.611184537410736, 'y': 0.469498872756958, 'z': -0.061045993119478}","{'x': 0.59270852804184, 'y': 0.444585353136063, 'z': -0.082494586706161}","{'x': 0.56494277715683, 'y': 0.424634695053101, 'z': -0.096648924052715}","{'x': 0.544369041919708, 'y': 0.503881216049194, 'z': -0.089615173637867}","{'x': 0.587081730365753, 'y': 0.480284929275513, 'z': -0.051450572907925}","{'x': 0.560169517993927, 'y': 0.477794617414474, 'z': -0.078543528914452}","{'x': 0.531752169132233, 'y': 0.528668165206909, 'z': -0.094391174614429}","{'x': 0.60847681760788, 'y': 0.538993716239929, 'z': -0.010979378595948}","{'x': 0.547323703765869, 'y': 0.580084979534149, 'z': -0.036579836159945}","{'x': 0.572054266929626, 'y': 0.55755615234375, 'z': -0.023836594074965}","{'x': 0.524841070175171, 'y': 0.6041579246521, 'z': -0.050278279930353}","{'x': 0.640517294406891, 'y': 0.506735801696777, 'z': 1.52542739e-07}"
1.0,{'None': 0.847225368022919},"{'x': 0.629152715206146, 'y': 0.739952981472015, 'z': -0.04568887501955}","{'x': 0.69230979681015, 'y': 0.781899213790894, 'z': 0.001197417033836}","{'x': 0.647735238075256, 'y': 0.726289033889771, 'z': -0.024669071659446}","{'x': 0.623324453830719, 'y': 0.764224231243134, 'z': -0.056636687368155}","{'x': 0.650356590747833, 'y': 0.72832727432251, 'z': -0.045542903244495}","{'x': 0.712503433227539, 'y': 0.764733135700226, 'z': -0.005857080221176}","{'x': 0.669138610363007, 'y': 0.70846825838089, 'z': -0.029741561040282}","{'x': 0.644526958465576, 'y': 0.75861120223999, 'z': -0.053096897900105}","{'x': 0.722690522670746, 'y': 0.714881718158722, 'z': -0.044813051819801}","{'x': 0.769786298274994, 'y': 0.741096615791321, 'z': -0.03001525439322}","{'x': 0.741856873035431, 'y': 0.700450897216797, 'z': -0.042003110051155}","{'x': 0.712042689323425, 'y': 0.743038833141327, 'z': -0.044776558876038}","{'x': 0.683532178401947, 'y': 0.717887818813324, 'z': -0.043535806238651}","{'x': 0.737820446491241, 'y': 0.750881433486938, 'z': -0.017087712883949}","{'x': 0.701793253421783, 'y': 0.69492894411087, 'z': -0.03625550866127}","{'x': 0.67799037694931, 'y': 0.752449810504913, 'z': -0.045214470475912}","{'x': 0.760534167289734, 'y': 0.881222784519196, 'z': -0.009862155653536}","{'x': 0.673676550388336, 'y': 0.852328538894653, 'z': -0.033025905489922}","{'x': 0.710413038730621, 'y': 0.867842376232147, 'z': -0.019779048860073}","{'x': 0.644209086894989, 'y': 0.833106160163879, 'z': -0.044046703726053}","{'x': 0.81766402721405, 'y': 0.878560602664948, 'z': -1.6677194e-07}"
1.0,{'Closed_Fist': 0.546032309532166},"{'x': 0.602248668670654, 'y': 0.982873141765594, 'z': -0.002458198228851}","{'x': 0.61530864238739, 'y': 0.979991257190704, 'z': 0.028312765061855}","{'x': 0.582218825817108, 'y': 0.951650857925415, 'z': 0.009882489219308}","{'x': 0.624787271022797, 'y': 1.004384279251099, 'z': -0.006038115825504}","{'x': 0.626142144203186, 'y': 0.97028774023056, 'z': -0.006712567061186}","{'x': 0.632878243923187, 'y': 0.957792282104492, 'z': 0.021497255191207}","{'x': 0.598908066749573, 'y': 0.928594052791595, 'z': 0.001175852958113}","{'x': 0.650376737117767, 'y': 0.992400884628296, 'z': -0.004014761187136}","{'x': 0.664391040802002, 'y': 0.935823142528534, 'z': -0.004852501209825}","{'x': 0.683078110218048, 'y': 0.920415639877319, 'z': -0.001470481744036}","{'x': 0.650987207889557, 'y': 0.901752650737762, 'z': -0.012622892856598}","{'x': 0.68245130777359, 'y': 0.954621315002441, 'z': 0.006439236924052}","{'x': 0.646502614021301, 'y': 0.953059196472168, 'z': -0.005005140323192}","{'x': 0.654779493808746, 'y': 0.938163280487061, 'z': 0.01032975781709}","{'x': 0.619714379310608, 'y': 0.908498406410217, 'z': -0.010010280646384}","{'x': 0.670827507972717, 'y': 0.977061212062836, 'z': 0.007017845287919}","{'x': 0.673575222492218, 'y': 1.061377048492432, 'z': -0.001576974173076}","{'x': 0.589611828327179, 'y': 1.003875732421875, 'z': -0.003372257575393}","{'x': 0.62453293800354, 'y': 1.039553165435791, 'z': 7.0384783612e-05}","{'x': 0.561147153377533, 'y': 0.978391170501709, 'z': -0.004291641525924}","{'x': 0.727575957775116, 'y': 1.051565170288086, 'z': -4.83150075e-07}"
1.0,{'Open_Palm': 0.625848293304443},"{'x': 0.611699819564819, 'y': 0.445152252912521, 'z': -0.016113447025418}","{'x': 0.632906019687653, 'y': 0.552614688873291, 'z': -0.00113685883116}","{'x': 0.618079900741577, 'y': 0.484133124351501, 'z': -0.007519904524088}","{'x': 0.608943223953247, 'y': 0.411642640829086, 'z': -0.023974964395165}","{'x': 0.660000801086426, 'y': 0.427600830793381, 'z': -0.01313210465014}","{'x': 0.666525423526764, 'y': 0.546993851661682, 'z': -0.002852683654055}","{'x': 0.661710560321808, 'y': 0.470484703779221, 'z': -0.006171201821417}","{'x': 0.65945303440094, 'y': 0.394848942756653, 'z': -0.019893363118172}","{'x': 0.755245089530945, 'y': 0.501773953437805, 'z': -0.030789464712143}","{'x': 0.727580189704895, 'y': 0.581962764263153, 'z': -0.016237670555711}","{'x': 0.746201992034912, 'y': 0.534155666828156, 'z': -0.025394652038813}","{'x': 0.761979460716248, 'y': 0.468872785568237, 'z': -0.035332459956408}","{'x': 0.697923541069031, 'y': 0.444924205541611, 'z': -0.023265121504664}","{'x': 0.697701156139374, 'y': 0.558031439781189, 'z': -0.008460447192192}","{'x': 0.69939649105072, 'y': 0.485706180334091, 'z': -0.015873875468969}","{'x': 0.695587456226349, 'y': 0.40886464715004, 'z': -0.030168350785971}","{'x': 0.623935043811798, 'y': 0.712882518768311, 'z': -0.018074391409755}","{'x': 0.554912567138672, 'y': 0.602035939693451, 'z': -0.032918993383646}","{'x': 0.584803998470306, 'y': 0.653458595275879, 'z': -0.025962525978684}","{'x': 0.524920046329498, 'y': 0.566420674324036, 'z': -0.038934916257858}","{'x': 0.677495837211609, 'y': 0.744377374649048, 'z': 2.96237488e-07}"
1.0,{'Open_Palm': 0.546552062034607},"{'x': 0.617579221725464, 'y': 0.437293142080307, 'z': 0.000292804121273}","{'x': 0.635576188564301, 'y': 0.545908629894257, 'z': 0.008292439393699}","{'x': 0.622256875038147, 'y': 0.476604491472244, 'z': 0.006255541462451}","{'x': 0.615705251693726, 'y': 0.403160810470581, 'z': -0.005965848919004}","{'x': 0.66446852684021, 'y': 0.422368884086609, 'z': 0.005191827658564}","{'x': 0.669399201869965, 'y': 0.541777849197388, 'z': 0.006789661478251}","{'x': 0.664926111698151, 'y': 0.465679317712784, 'z': 0.008541394025087}","{'x': 0.664291381835938, 'y': 0.389717042446136, 'z': 0.000863418565132}","{'x': 0.758925437927246, 'y': 0.498359143733978, 'z': -0.018295872956514}","{'x': 0.729949116706848, 'y': 0.576698660850525, 'z': -0.007903165183961}","{'x': 0.74906861782074, 'y': 0.530011117458344, 'z': -0.014330711215734}","{'x': 0.767104029655457, 'y': 0.465612053871155, 'z': -0.02198039740324}","{'x': 0.702052533626556, 'y': 0.440907299518585, 'z': -0.007224199362099}","{'x': 0.700255930423737, 'y': 0.553227961063385, 'z': 0.000708387990016}","{'x': 0.702387750148773, 'y': 0.481673687696457, 'z': -0.002761128824204}","{'x': 0.700298607349396, 'y': 0.404442369937897, 'z': -0.012293812818825}","{'x': 0.624361276626587, 'y': 0.708654403686523, 'z': -0.016612036153674}","{'x': 0.556223273277283, 'y': 0.592018306255341, 'z': -0.025963665917516}","{'x': 0.584992051124573, 'y': 0.645757913589478, 'z': -0.021419117227197}","{'x': 0.527308106422424, 'y': 0.554547250270844, 'z': -0.029277019202709}","{'x': 0.678902328014374, 'y': 0.741766691207886, 'z': 3.00583963e-07}"
1.0,{'Closed_Fist': 0.789652526378632},"{'x': 0.619821786880493, 'y': 0.563980638980865, 'z': -0.032469589263201}","{'x': 0.621650397777557, 'y': 0.567027270793915, 'z': 0.008746940642595}","{'x': 0.618982911109924, 'y': 0.508945286273956, 'z': -0.020174991339445}","{'x': 0.624866604804993, 'y': 0.587189555168152, 'z': -0.035017386078835}","{'x': 0.645911693572998, 'y': 0.585391283035278, 'z': -0.02335973829031}","{'x': 0.652694940567017, 'y': 0.572374105453491, 'z': 0.006143596488982}","{'x': 0.653363347053528, 'y': 0.520230114459991, 'z': -0.020960068330169}","{'x': 0.648805975914001, 'y': 0.592644691467285, 'z': -0.016812492161989}","{'x': 0.697307288646698, 'y': 0.615975260734558, 'z': -0.017656821757555}","{'x': 0.712945282459259, 'y': 0.602278351783752, 'z': -0.014079538173974}","{'x': 0.709260642528534, 'y': 0.571597635746002, 'z': -0.028351640328765}","{'x': 0.697762727737427, 'y': 0.630141854286194, 'z': -0.004543817136437}","{'x': 0.673478543758392, 'y': 0.605278372764587, 'z': -0.022633912041783}","{'x': 0.682242155075073, 'y': 0.584977328777313, 'z': -0.003055133856833}","{'x': 0.686471998691559, 'y': 0.539999008178711, 'z': -0.032647345215082}","{'x': 0.674428045749664, 'y': 0.616290390491486, 'z': -0.00676573254168}","{'x': 0.633540213108063, 'y': 0.689118981361389, 'z': -0.016886558383703}","{'x': 0.624358057975769, 'y': 0.56210857629776, 'z': -0.029669977724552}","{'x': 0.611918926239014, 'y': 0.626686334609985, 'z': -0.022589474916458}","{'x': 0.646297693252563, 'y': 0.522147476673126, 'z': -0.031521573662758}","{'x': 0.678125619888306, 'y': 0.72088623046875, 'z': -4.47755383e-07}"
1.0,{'Closed_Fist': 0.84394508600235},"{'x': 0.612943351268768, 'y': 0.568159997463226, 'z': -0.031209964305162}","{'x': 0.624012410640717, 'y': 0.563660979270935, 'z': 0.00568280229345}","{'x': 0.614063084125519, 'y': 0.511441648006439, 'z': -0.021029638126493}","{'x': 0.620946407318115, 'y': 0.587116062641144, 'z': -0.033565979450941}","{'x': 0.639090657234192, 'y': 0.587727606296539, 'z': -0.022105844691396}","{'x': 0.655110895633698, 'y': 0.567474663257599, 'z': 0.002466910518706}","{'x': 0.646221697330475, 'y': 0.520915687084198, 'z': -0.022614860907197}","{'x': 0.648220360279083, 'y': 0.594252049922943, 'z': -0.014325168915093}","{'x': 0.689945876598358, 'y': 0.613936007022858, 'z': -0.02082603238523}","{'x': 0.717311263084412, 'y': 0.598645329475403, 'z': -0.018004629760981}","{'x': 0.702530205249786, 'y': 0.570161581039429, 'z': -0.032082561403513}","{'x': 0.696092545986176, 'y': 0.627600252628326, 'z': -0.007620699238032}","{'x': 0.665440320968628, 'y': 0.60176146030426, 'z': -0.021189615130424}","{'x': 0.685363352298737, 'y': 0.580326080322266, 'z': -0.006860810797662}","{'x': 0.677831411361694, 'y': 0.53501033782959, 'z': -0.034496754407883}","{'x': 0.673146486282349, 'y': 0.613935112953186, 'z': -0.003992141224444}","{'x': 0.627729892730713, 'y': 0.688528597354889, 'z': -0.015183224342763}","{'x': 0.609515190124512, 'y': 0.56092631816864, 'z': -0.027196004986763}","{'x': 0.601872682571411, 'y': 0.625856995582581, 'z': -0.020462449640036}","{'x': 0.631658315658569, 'y': 0.522273600101471, 'z': -0.02897029183805}","{'x': 0.67639434337616, 'y': 0.717564225196838, 'z': -4.92204038e-07}"
